交易序號,信用卡ID,客戶ID,刷卡日期,刷卡產品產業分類,刷卡類型,刷卡金額,刷卡地點
11225,10102,6256,8/26/11,06_公用事業,一般消費,592,國內
11247,12797,19483,8/26/11,08_精品,一般消費,1870,國內
11248,12820,1896,8/26/11,13_交通(含加值),一般消費,500,國內
11249,12820,1896,8/26/11,13_交通(含加值),一般消費,500,國內
11255,13327,605,8/26/11,06_公用事業,一般消費,15,國內
11261,14229,4210,8/26/11,12_量販超市,一般消費,1139,國內
11266,17200,15353,8/26/11,08_精品,一般消費,550,國內
11271,18174,1747,8/26/11,13_交通(含加值),一般消費,155,國內
11277,6448,15195,8/29/11,15_休閒文化,一般消費,540,國內
11278,6448,15195,8/29/11,07_百貨,一般消費,1863,國內
11279,6448,15195,8/29/11,15_休閒文化,一般消費,3058,國內
11280,6847,5287,8/29/11,14_旅遊,一般消費,396,國內
11281,6847,5287,8/29/11,09_餐飲,一般消費,11428,國內
11291,8775,10195,8/29/11,07_百貨,一般消費,330,國內
11292,8775,10195,8/29/11,07_百貨,一般消費,740,國內
11293,8775,10195,8/29/11,07_百貨,一般消費,4310,國內
11303,11774,8032,8/29/11,13_交通(含加值),一般消費,1000,國內
11306,12077,6118,8/29/11,10_藥妝,一般消費,900,國內
11309,12989,3044,8/29/11,06_公用事業,一般消費,10,國內
11310,12989,3044,8/29/11,06_公用事業,一般消費,10,國內
11311,12989,3044,8/29/11,06_公用事業,一般消費,20,國內
11312,12989,3044,8/29/11,06_公用事業,一般消費,30,國內
11313,13327,605,8/29/11,06_公用事業,一般消費,10,國內
11314,13327,605,8/29/11,06_公用事業,一般消費,50,國內
11315,13327,605,8/29/11,06_公用事業,一般消費,90,國內
11316,13327,605,8/29/11,06_公用事業,一般消費,120,國內
11317,13327,605,8/29/11,06_公用事業,一般消費,160,國內
11321,14554,89,8/29/11,12_量販超市,一般消費,1569,國內
11324,15130,5978,8/29/11,13_交通(含加值),一般消費,1403,國內
11345,1431,5287,8/30/11,12_量販超市,一般消費,1201,國內
11347,6826,13687,8/30/11,07_百貨,一般消費,455,國內
11348,6826,13687,8/30/11,07_百貨,一般消費,547,國內
11349,6826,13687,8/30/11,07_百貨,一般消費,1000,國內
11350,6826,13687,8/30/11,07_百貨,一般消費,1260,國內
11351,6826,13687,8/30/11,11_3C居家電信,一般消費,1579,國內
11352,6826,13687,8/30/11,07_百貨,一般消費,1818,國內
11358,8775,10195,8/30/11,12_量販超市,一般消費,2150,國內
11359,8905,89,8/30/11,12_量販超市,一般消費,705,國內
11362,10646,19639,8/30/11,11_3C居家電信,一般消費,38,國內
11363,10646,19639,8/30/11,11_3C居家電信,一般消費,488,國內
11366,10740,17190,8/30/11,02_學費/教育,一般消費,23839,國內
11378,12820,1896,8/30/11,08_精品,一般消費,399,國內
11379,12989,3044,8/30/11,06_公用事業,一般消費,10,國內
11381,13327,605,8/30/11,06_公用事業,一般消費,10,國內
11382,13327,605,8/30/11,06_公用事業,一般消費,30,國內
11383,13327,605,8/30/11,06_公用事業,一般消費,160,國內
11386,14438,4819,8/30/11,13_交通(含加值),一般消費,700,國內
11402,1431,5287,8/31/11,09_餐飲,一般消費,220,國內
11403,1431,5287,8/31/11,X2.中信錢加值,一般消費,500,國內
11404,6448,15195,8/31/11,08_精品,一般消費,4500,國內
11405,6826,13687,8/31/11,12_量販超市,一般消費,2693,國內
11406,6847,5287,8/31/11,15_休閒文化,一般消費,3200,國內
11415,7819,5425,8/31/11,11_3C居家電信,一般消費,999,國內
11417,8775,10195,8/31/11,07_百貨,一般消費,300,國內
11428,11774,8032,8/31/11,13_交通(含加值),一般消費,1000,國內
11435,12077,6118,8/31/11,12_量販超市,一般消費,537,國內
11436,12193,10121,8/31/11,13_交通(含加值),一般消費,500,國內
11439,12596,4493,8/31/11,13_交通(含加值),一般消費,1692,國內
11441,12797,19483,8/31/11,11_3C居家電信,一般消費,666,國內
11443,12989,3044,8/31/11,06_公用事業,一般消費,20,國內
11445,13327,605,8/31/11,06_公用事業,一般消費,10,國內
11446,13327,605,8/31/11,06_公用事業,一般消費,30,國內
11447,13327,605,8/31/11,06_公用事業,一般消費,60,國內
11466,9387,16756,9/1/11,11_3C居家電信,一般消費,1000,國內
11475,12077,6118,9/1/11,13_交通(含加值),一般消費,1773,國內
11478,13327,605,9/1/11,06_公用事業,一般消費,15,國內
11479,13327,605,9/1/11,06_公用事業,一般消費,20,國內
11480,13327,605,9/1/11,06_公用事業,一般消費,75,國內
11485,16711,5196,9/1/11,12_量販超市,一般消費,299,國內
11486,17200,15353,9/1/11,13_交通(含加值),一般消費,1200,國內
11488,17681,7327,9/1/11,02_學費/教育,一般消費,27260,國內
11501,8808,261,9/2/11,13_交通(含加值),一般消費,1389,國內
11503,10205,13546,9/2/11,12_量販超市,一般消費,1532,國內
11504,10740,17190,9/2/11,13_交通(含加值),一般消費,1650,國內
11505,10745,106,9/2/11,13_交通(含加值),一般消費,500,國內
11507,10976,2955,9/2/11,13_交通(含加值),一般消費,1388,國內
11516,12820,1896,9/2/11,13_交通(含加值),一般消費,500,國內
11519,13327,605,9/2/11,06_公用事業,一般消費,10,國內
11520,13327,605,9/2/11,06_公用事業,一般消費,15,國內
11521,13327,605,9/2/11,06_公用事業,一般消費,60,國內
11527,14229,4210,9/2/11,12_量販超市,一般消費,725,國內
11528,14229,4210,9/2/11,12_量販超市,一般消費,2048,國內
11531,15180,920,9/2/11,13_交通(含加值),一般消費,2145,國內
11533,16814,6402,9/2/11,12_量販超市,一般消費,1264,國內
11538,1142,18841,9/5/11,14_旅遊,一般消費,470,國內
11545,6448,15195,9/5/11,08_精品,一般消費,4600,國內
11550,8905,89,9/5/11,13_交通(含加值),一般消費,1594,國內
11576,11774,8032,9/5/11,13_交通(含加值),一般消費,941,國內
11587,12754,3405,9/5/11,13_交通(含加值),一般消費,808,國內
11590,12989,3044,9/5/11,06_公用事業,一般消費,20,國內
11591,12989,3044,9/5/11,06_公用事業,一般消費,20,國內
11593,13327,605,9/5/11,06_公用事業,一般消費,10,國內
11594,13327,605,9/5/11,06_公用事業,一般消費,20,國內
11595,13327,605,9/5/11,06_公用事業,一般消費,30,國內
11596,13327,605,9/5/11,06_公用事業,一般消費,50,國內
11608,15130,5978,9/5/11,13_交通(含加值),一般消費,140,國內
11615,17200,15353,9/5/11,12_量販超市,一般消費,370,國內
11638,6826,13687,9/6/11,07_百貨,一般消費,2753,國內
11639,6826,13687,9/6/11,07_百貨,一般消費,5441,國內
11641,7819,5425,9/6/11,08_精品,一般消費,1500,國內
11644,9255,6527,9/6/11,10_藥妝,一般消費,350,國內
11645,9338,10195,9/6/11,05_捐贈,一般消費,300,國內
11646,10102,6256,9/6/11,06_公用事業,一般消費,199,國內
11647,10102,6256,9/6/11,06_公用事業,一般消費,3242,國內
11650,10646,19639,9/6/11,06_公用事業,一般消費,1044,國內
11651,10646,19639,9/6/11,13_交通(含加值),一般消費,1511,國內
11653,10976,2955,9/6/11,13_交通(含加值),一般消費,1255,國內
11661,11774,8032,9/6/11,13_交通(含加值),一般消費,500,國內
11662,11774,8032,9/6/11,11_3C居家電信,一般消費,856,國內
11664,11921,17157,9/6/11,13_交通(含加值),一般消費,880,國內
11667,12077,6118,9/6/11,12_量販超市,一般消費,1291,國內
11673,12989,3044,9/6/11,06_公用事業,一般消費,10,國內
11677,13327,605,9/6/11,06_公用事業,一般消費,10,國內
11682,14636,13687,9/6/11,13_交通(含加值),一般消費,1000,國內
11687,15250,6527,9/6/11,12_量販超市,一般消費,868,國內
11713,6448,15195,9/7/11,10_藥妝,一般消費,580,國內
11714,6826,13687,9/7/11,12_量販超市,一般消費,1243,國內
11715,7051,16697,9/7/11,12_量販超市,一般消費,178,國內
11716,7051,16697,9/7/11,08_精品,一般消費,1400,國內
11718,7727,13196,9/7/11,14_旅遊,一般消費,699,國內
11719,7727,13196,9/7/11,14_旅遊,一般消費,699,國內
11720,8088,15580,9/7/11,11_3C居家電信,一般消費,660,國內
11724,9387,16756,9/7/11,11_3C居家電信,一般消費,611,國內
11731,10646,19639,9/7/11,07_百貨,一般消費,752,國內
11732,10646,19639,9/7/11,11_3C居家電信,一般消費,1665,國內
11733,10740,17190,9/7/11,13_交通(含加值),一般消費,150,國內
11734,10740,17190,9/7/11,03_保險,一般消費,8721,國外
11735,10745,106,9/7/11,10_藥妝,一般消費,14000,國內
11745,12077,6118,9/7/11,13_交通(含加值),一般消費,1850,國內
11746,12077,6118,9/7/11,14_旅遊,一般消費,39575,國內
11751,12989,3044,9/7/11,06_公用事業,一般消費,20,國內
11752,13320,4874,9/7/11,13_交通(含加值),一般消費,1275,國內
11753,13327,605,9/7/11,06_公用事業,一般消費,15,國內
11754,13327,605,9/7/11,06_公用事業,一般消費,30,國內
11755,13327,605,9/7/11,06_公用事業,一般消費,90,國內
11757,14229,4210,9/7/11,12_量販超市,一般消費,1522,國內
11761,15180,920,9/7/11,13_交通(含加值),一般消費,2385,國內
11778,6619,19859,9/8/11,03_保險,一般消費,5458,國內
11779,6826,13687,9/8/11,03_保險,一般消費,1099,國內
11783,7819,5425,9/8/11,10_藥妝,一般消費,2700,國內
11785,9387,16756,9/8/11,11_3C居家電信,一般消費,1234,國內
11787,10745,106,9/8/11,10_藥妝,一般消費,290,國內
11800,12077,6118,9/8/11,09_餐飲,一般消費,1778,國內
11802,13013,16697,9/8/11,12_量販超市,一般消費,3377,國內
11804,13172,14690,9/8/11,12_量販超市,一般消費,578,國內
11809,17549,5969,9/8/11,13_交通(含加值),一般消費,114,國內
11814,6847,5287,9/9/11,09_餐飲,一般消費,7900,國內
11826,11774,8032,9/9/11,13_交通(含加值),一般消費,500,國內
11830,12820,1896,9/9/11,13_交通(含加值),一般消費,500,國內
11836,16097,8927,9/9/11,12_量販超市,一般消費,1436,國內
11846,18653,9051,9/9/11,10_藥妝,一般消費,260,國內
11851,1431,5287,9/13/11,X2.中信錢加值,一般消費,500,國內
11852,1431,5287,9/13/11,12_量販超市,一般消費,810,國內
11856,6847,5287,9/13/11,14_旅遊,一般消費,6875,國內
11868,9592,7250,9/13/11,14_旅遊,一般消費,3000,國內
11869,9691,9209,9/13/11,11_3C居家電信,一般消費,432,國內
11872,10102,6256,9/13/11,06_公用事業,一般消費,514,國內
11879,10976,2955,9/13/11,13_交通(含加值),一般消費,1506,國內
11888,11774,8032,9/13/11,09_餐飲,一般消費,900,國內
11889,11774,8032,9/13/11,13_交通(含加值),一般消費,1000,國內
11891,11921,17157,9/13/11,13_交通(含加值),一般消費,145,國內
11907,12956,14127,9/13/11,12_量販超市,一般消費,2602,國內
11908,12989,3044,9/13/11,06_公用事業,一般消費,10,國內
11909,12989,3044,9/13/11,06_公用事業,一般消費,20,國內
11910,12989,3044,9/13/11,06_公用事業,一般消費,20,國內
11911,12989,3044,9/13/11,06_公用事業,一般消費,20,國內
11912,12989,3044,9/13/11,12_量販超市,一般消費,5977,國內
11914,13174,9988,9/13/11,13_交通(含加值),一般消費,1520,國內
11916,13327,605,9/13/11,06_公用事業,一般消費,10,國內
11917,13327,605,9/13/11,06_公用事業,一般消費,15,國內
11918,13327,605,9/13/11,06_公用事業,一般消費,30,國內
11919,13327,605,9/13/11,06_公用事業,一般消費,50,國內
11920,13327,605,9/13/11,06_公用事業,一般消費,70,國內
11921,13327,605,9/13/11,06_公用事業,一般消費,120,國內
11922,13327,605,9/13/11,06_公用事業,一般消費,140,國內
11923,13327,605,9/13/11,06_公用事業,一般消費,140,國內
11924,13327,605,9/13/11,12_量販超市,一般消費,5285,國內
11925,13513,9125,9/13/11,11_3C居家電信,一般消費,288,國內
11937,15130,5978,9/13/11,15_休閒文化,一般消費,250,國內
11953,17495,13863,9/13/11,11_3C居家電信,一般消費,1364,國內
11954,17549,5969,9/13/11,11_3C居家電信,一般消費,399,國內
11957,18653,9051,9/13/11,11_3C居家電信,一般消費,16110,國內
11961,6448,15195,9/14/11,13_交通(含加值),一般消費,690,國內
11962,6826,13687,9/14/11,11_3C居家電信,一般消費,590,國內
11963,6826,13687,9/14/11,12_量販超市,一般消費,1037,國內
11964,6826,13687,9/14/11,08_精品,一般消費,2750,國內
11965,6847,5287,9/14/11,07_百貨,一般消費,499,國內
11966,6847,5287,9/14/11,09_餐飲,一般消費,1568,國內
11981,10646,19639,9/14/11,09_餐飲,一般消費,733,國內
11982,10740,17190,9/14/11,13_交通(含加值),一般消費,310,國內
11990,11774,8032,9/14/11,13_交通(含加值),一般消費,1000,國內
11994,12077,6118,9/14/11,15_休閒文化,一般消費,460,國內
11995,12077,6118,9/14/11,13_交通(含加值),一般消費,1706,國內
11997,12754,3405,9/14/11,13_交通(含加值),一般消費,825,國內
11998,12989,3044,9/14/11,06_公用事業,一般消費,20,國內
12000,13327,605,9/14/11,06_公用事業,一般消費,10,國內
12001,13327,605,9/14/11,06_公用事業,一般消費,45,國內
12002,14229,4210,9/14/11,12_量販超市,一般消費,989,國內
12003,14438,4819,9/14/11,13_交通(含加值),一般消費,700,國內
12005,15130,5978,9/14/11,13_交通(含加值),一般消費,159,國內
12014,1411,14127,9/15/11,07_百貨,一般消費,205,國內
12021,6619,19859,9/15/11,12_量販超市,一般消費,502,國內
12022,6826,13687,9/15/11,07_百貨,一般消費,1439,國內
12023,6826,13687,9/15/11,12_量販超市,一般消費,2005,國內
12024,6826,13687,9/15/11,08_精品,一般消費,2580,國內
12029,7051,16697,9/15/11,12_量販超市,一般消費,164,國內
12033,7816,4874,9/15/11,07_百貨,一般消費,990,國內
12034,7816,4874,9/15/11,07_百貨,一般消費,1340,國內
12035,7816,4874,9/15/11,07_百貨,一般消費,3120,國內
12048,11921,17157,9/15/11,12_量販超市,一般消費,569,國內
12049,11921,17157,9/15/11,13_交通(含加值),一般消費,1578,國內
12060,13327,605,9/15/11,06_公用事業,一般消費,20,國內
12061,13327,605,9/15/11,06_公用事業,一般消費,40,國內
12070,15180,920,9/15/11,13_交通(含加值),一般消費,2433,國內
12074,16097,8927,9/15/11,12_量販超市,一般消費,299,國內
12075,16097,8927,9/15/11,12_量販超市,一般消費,3026,國內
12085,18174,1747,9/15/11,03_保險,一般消費,1197,國內
12093,6847,5287,9/16/11,07_百貨,一般消費,170,國內
12094,6847,5287,9/16/11,07_百貨,一般消費,835,國內
12095,6847,5287,9/16/11,09_餐飲,一般消費,4830,國內
12103,10740,17190,9/16/11,13_交通(含加值),一般消費,1100,國內
12109,12820,1896,9/16/11,13_交通(含加值),一般消費,500,國內
12110,12820,1896,9/16/11,13_交通(含加值),一般消費,500,國內
12115,13327,605,9/16/11,06_公用事業,一般消費,225,國內
12142,7051,16697,9/19/11,10_藥妝,一般消費,240,國內
12147,8905,89,9/19/11,13_交通(含加值),一般消費,1602,國內
12150,10205,13546,9/19/11,12_量販超市,一般消費,1054,國內
12152,10646,19639,9/19/11,13_交通(含加值),一般消費,1482,國內
12154,11130,19504,9/19/11,13_交通(含加值),一般消費,830,國內
12160,11774,8032,9/19/11,13_交通(含加值),一般消費,250,國內
12162,11921,17157,9/19/11,13_交通(含加值),一般消費,95,國內
12163,12077,6118,9/19/11,09_餐飲,一般消費,1892,國內
12175,12989,3044,9/19/11,06_公用事業,一般消費,20,國內
12176,12989,3044,9/19/11,06_公用事業,一般消費,20,國內
12178,13327,605,9/19/11,06_公用事業,一般消費,10,國內
12179,13327,605,9/19/11,06_公用事業,一般消費,25,國內
12180,13327,605,9/19/11,06_公用事業,一般消費,90,國內
12181,14554,89,9/19/11,12_量販超市,一般消費,974,國內
12182,14554,89,9/19/11,12_量販超市,一般消費,1007,國內
12184,14636,13687,9/19/11,13_交通(含加值),一般消費,1000,國內
12190,15250,6527,9/19/11,12_量販超市,一般消費,1496,國內
12209,1472,5963,9/20/11,X2.中信錢加值,一般消費,500,國內
12211,6448,15195,9/20/11,14_旅遊,一般消費,3518,國內
12212,6619,19859,9/20/11,08_精品,一般消費,1795,國內
12215,7051,16697,9/20/11,12_量販超市,一般消費,255,國內
12219,9556,17027,9/20/11,13_交通(含加值),一般消費,1324,國內
12227,12754,3405,9/20/11,12_量販超市,一般消費,23064,國內
12229,12989,3044,9/20/11,06_公用事業,一般消費,10,國內
12230,12989,3044,9/20/11,06_公用事業,一般消費,20,國內
12231,12989,3044,9/20/11,12_量販超市,一般消費,299,國內
12232,12989,3044,9/20/11,12_量販超市,一般消費,5597,國內
12233,13172,14690,9/20/11,12_量販超市,一般消費,1193,國內
12234,13327,605,9/20/11,06_公用事業,一般消費,105,國內
12236,14229,4210,9/20/11,12_量販超市,一般消費,2041,國內
12240,16285,6527,9/20/11,11_3C居家電信,一般消費,149,國內
12247,1431,5287,9/21/11,12_量販超市,一般消費,810,國內
12251,6826,13687,9/21/11,13_交通(含加值),一般消費,290,國內
12252,6826,13687,9/21/11,12_量販超市,一般消費,1090,國內
12258,7051,16697,9/21/11,09_餐飲,一般消費,2395,國內
12262,8143,131,9/21/11,13_交通(含加值),一般消費,1482,國內
12266,9556,17027,9/21/11,13_交通(含加值),一般消費,460,國內
12267,9592,7250,9/21/11,13_交通(含加值),一般消費,915,國內
